what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965672779
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965672905
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373965674853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965676385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965678042
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965678783
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965678911
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373965682530
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965682530
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965683418
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965684670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965686828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965688392
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965688847
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965688971
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965692688
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965692688
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373965705691
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965706019
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965706161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1373965710942
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965712643
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965718314
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965720282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1373965722787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1373965725676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965727348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965729342
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965729723
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965729848
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373965741125
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373965741126
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373965744364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966011215
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373966022008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966035723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966037212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966038392
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966779810
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373966789818
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373966790001
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373966814224
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373966814224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966826049
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966908693
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373966913238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966927581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966935591
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373966935740
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373966935859
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373966937187
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373966937428
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966938867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966950898
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1373966956380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966966077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966967329
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1373966967432
closed,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1373966967432
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373966969269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966971621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966974106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373966974170
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1373966985088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373966985528
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100914-1218,"org.eclipse.emf.codegen",1373967015674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967016023
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1373967016581
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1373967016727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967025338
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967033848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1373967039731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1373967043943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967045446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967049006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967049122
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967050162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967053969
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373967060280
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373967060362
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373967060393
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1373967080183
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1373967080183
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1373967133436
